6_6,5m_exfold,0.100000,6963.3999999999996,3115.7527334313295,18.090596372608037,5.2028224170838655,50.322280457522311
6_6,5m_exfold,0.010000,11220.0,1766.8541351000088,13.900239658751911,5.9358560563407172,65.501165826882769
6_6,5m_exfold,0.001000,12431.799999999999,0.29337211864797236,20.048610376554151,3.4418663508585929,22.02268734602292
6_6,3m_exfold,0.100000,9546.2000000000007,2537.3431029963604,21776.067102619461,31905.679365148288,1892423363.6073201
6_6,3m_exfold,0.010000,10126.0,1506.0550665735964,29.371790278486628,8.0665571017843032,120.96472240546325
6_6,3m_exfold,0.001000,12432.0,0.0,29.211388938914659,8.3017043034942848,128.11997014919604
6_6,2m_exfold,0.100000,8462.3999999999996,1577.7509582379594,26.082614817722941,6.9481984365070018,89.748404062087957
6_6,2m_exfold,0.010000,11087.0,608.03149844724317,21.265571353719572,1.7093673528392452,5.431916915066644
6_6,2m_exfold,0.001000,12127.200000000001,442.34722569854557,25.819122986402238,3.1362132329726364,18.284937244706789
6_6,1m_exfold,0.100000,10433.4,1833.553421663192,33.105230485459565,10.277577238494331,196.36487561945415
6_6,1m_exfold,0.010000,12432.0,0.0,29.543836161440403,12.65136493577184,297.54802710082765
6_6,1m_exfold,0.001000,12432.0,0.0,32.481550493131138,14.351446606111084,382.88968561878607
6_6,30s_exfold,0.100000,8346.3999999999996,2732.9219265212823,31.04430574191008,3.5899258859782264,23.958149663177714
6_6,30s_exfold,0.010000,11581.200000000001,1037.6052180840263,19.049869015678212,9.5027359422450512,167.87252823474859
6_6,30s_exfold,0.001000,12416.0,23.469769491837791,24.146282897978999,6.9700124146782532,90.312821722131531
8_8,5m_exfold,0.100000,12432.0,0.0,2.3558470277275521e+26,3.4556991686748026e+26,2.2200060872210966e+53
8_8,5m_exfold,0.010000,12432.0,0.0,4.4086744087549903e+26,6.4669107586277414e+26,7.7745640169644653e+53
8_8,5m_exfold,0.001000,12432.0,0.0,6.9848271532423638e+26,1.0245767701682989e+27,1.951512414426873e+54
8_8,3m_exfold,0.100000,10908.0,1199.7506505736931,2.5029128512222399e+50,3.6714242297715295e+50,2.5058290963253777e+101
8_8,3m_exfold,0.010000,12432.0,0.0,2.1986990317442521e+50,3.2251849660602845e+50,1.9337109728772451e+101
8_8,3m_exfold,0.001000,12432.0,0.0,1.6478781369770229e+50,2.4172075015931143e+50,1.0862009417307455e+101
8_8,2m_exfold,0.100000,12082.799999999999,512.22771915935982,3.1439945864153569e+44,4.6118017641721434e+44,3.9538807837636263e+89
8_8,2m_exfold,0.010000,12432.0,0.0,5.3798008765011754e+44,7.8914179052168373e+44,1.157690298832111e+90
8_8,2m_exfold,0.001000,12432.0,0.0,7.2034240540238564e+44,1.0566418881243721e+45,2.0755727240835778e+90
8_8,1m_exfold,0.100000,12432.0,0.0,9.9806643540386019e+42,1.464024323522668e+43,3.9845464378829681e+86
8_8,1m_exfold,0.010000,12432.0,0.0,1.5224295441157589e+43,2.2331919042409023e+43,9.271166867131001e+86
8_8,1m_exfold,0.001000,12432.0,0.0,1.8462107589782542e+43,2.363449770939139e+43,1.0384248252067721e+87
8_8,30s_exfold,0.100000,11877.200000000001,813.81425712947532,2.9806041986446447e+43,2.8129943922846379e+43,1.471024957433228e+87
8_8,30s_exfold,0.010000,12359.6,106.200706950566,2.6488846448000447e+43,2.4186813784694142e+43,1.087525953776529e+87
8_8,30s_exfold,0.001000,12432.0,0.0,3.2014740518339988e+50,4.6961159833605534e+50,4.0997741911760975e+101
10_10,5m_exfold,0.100000,12266.4,242.17935029395051,1.260175395295725e+73,1.848501627929765e+73,6.3521681076349481e+146
10_10,5m_exfold,0.010000,12432.0,0.0,2.073988924325852e+73,3.042252623909522e+73,1.7205720232905216e+147
10_10,5m_exfold,0.001000,12432.0,0.0,2.276268008350216e+73,3.3389678411015177e+73,2.072558418335464e+147
10_10,3m_exfold,0.100000,12432.0,0.0,22.91943317950733,10.568591220915698,207.64262417239806
10_10,3m_exfold,0.010000,12431.799999999999,0.29337211864797241,15.407445383254515,6.026891816885235,67.525700796471995
10_10,3m_exfold,0.001000,12431.799999999999,0.29337211864797241,15.981230230355056,6.3706266901797921,75.447807156512383
10_10,2m_exfold,0.100000,10301.200000000001,1909.6951194877154,18.485523893590422,5.0517598198315454,47.442514272130516
10_10,2m_exfold,0.010000,12141.0,426.85643263279985,13.045353740658271,7.9967165795326229,118.87915685115249
10_10,2m_exfold,0.001000,12184.0,363.78142712348574,11.759560842117434,4.7850467915781811,42.565200768873908
10_10,1m_exfold,0.100000,12432.0,0.0,1.2313695983694461e+76,1.4508481093066223e+76,3.9131473755922818e+152
10_10,1m_exfold,0.010000,12432.0,0.0,8.8559803057318778e+75,9.456474747163788e+75,1.6624203346918956e+152
10_10,1m_exfold,0.001000,12432.0,0.0,7.9182323473408339e+75,7.7763965961165293e+75,1.1241884298797727e+152
10_10,30s_exfold,0.100000,12432.0,0.0,24.919352033930949,0.0,0.0
10_10,30s_exfold,0.010000,12432.0,0.0,25.11034786416155,0.0,0.0
10_10,30s_exfold,0.001000,12432.0,0.0,25.315220994836139,0.0,0.0
