niri,3m,0.046416,18.6984,1.4188
niri,3m,0.100000,25.6904,7.1360
addison2,30s,0.000100,21.8860,7.8877
addison2,30s,0.000215,17.6556,8.3872
addison2,30s,0.000464,13.8462,3.8464
addison2,30s,0.001000,13.3933,3.4928
addison2,30s,0.002154,12.0720,3.5638
addison2,30s,0.004642,13.4197,8.6916
addison2,30s,0.010000,13.9977,5.0702
addison2,30s,0.021544,18.0278,11.2835
addison2,30s,0.046416,25.7137,11.2667
addison2,30s,0.100000,21.2578,5.8584
dan,30s,0.000100,29.6821,7.6642
dan,30s,0.000215,21.3377,11.3203
dan,30s,0.000464,15.3830,8.9745
dan,30s,0.001000,10.5616,6.9802
dan,30s,0.002154,10.4141,6.7176
dan,30s,0.004642,21.5157,13.0741
dan,30s,0.010000,13.2188,9.6564
dan,30s,0.021544,8.4370,3.8138
dan,30s,0.046416,15.1987,10.1728
dan,30s,0.100000,11.4050,4.3596
james,30s,0.000100,8.5822,0.7202
james,30s,0.000215,8.8022,0.6976
james,30s,0.000464,9.1827,0.5776
james,30s,0.001000,9.4785,0.6944
james,30s,0.002154,9.5392,0.8378
james,30s,0.004642,9.4178,0.6423
james,30s,0.010000,10.0742,0.6060
james,30s,0.021544,11.4678,0.7170
james,30s,0.046416,14.3180,1.1881
james,30s,0.100000,38.7666,0.7468
john,30s,0.000100,6.0963,0.9640
john,30s,0.000215,6.5231,0.8337
john,30s,0.000464,6.9075,0.7199
john,30s,0.001000,7.4183,1.1507
john,30s,0.002154,7.2224,0.8464
john,30s,0.004642,7.3496,0.7516
john,30s,0.010000,7.3376,0.8058
john,30s,0.021544,8.9084,1.0368
john,30s,0.046416,17.2599,3.1029
john,30s,0.100000,17.6727,9.0952
keith,30s,0.000100,9.6409,0.8888
keith,30s,0.000215,10.1540,0.7706
keith,30s,0.000464,10.3640,1.0144
keith,30s,0.001000,10.9581,1.0707
keith,30s,0.002154,11.2152,0.4235
keith,30s,0.004642,12.3331,1.7922
keith,30s,0.010000,12.1144,1.2497
keith,30s,0.021544,13.9722,1.2616
keith,30s,0.046416,24.3619,2.0512
keith,30s,0.100000,25.4714,4.5500
luis,30s,0.000100,22.5184,4.2683
luis,30s,0.000215,19.5690,1.6200
luis,30s,0.000464,24.8864,11.3874
luis,30s,0.001000,19.0564,1.7447
luis,30s,0.002154,19.6292,1.0335
luis,30s,0.004642,21.0238,2.3184
luis,30s,0.010000,20.4642,3.3024
luis,30s,0.021544,20.4210,1.6193
luis,30s,0.046416,24.8473,4.0178
luis,30s,0.100000,29.3656,4.1368
michelle,30s,0.000100,5.5642,0.5771
michelle,30s,0.000215,5.7788,0.7174
michelle,30s,0.000464,5.8596,0.5860
michelle,30s,0.001000,5.9323,0.5572
michelle,30s,0.002154,6.0714,0.4402
michelle,30s,0.004642,8.2838,4.0863
michelle,30s,0.010000,8.3491,3.2816
michelle,30s,0.021544,9.1594,2.0104
michelle,30s,0.046416,16.6521,2.2598
michelle,30s,0.100000,20.5547,3.1269
niri,30s,0.000100,6.4658,0.5543
niri,30s,0.000215,6.8420,0.6482
niri,30s,0.000464,6.9492,0.5999
niri,30s,0.001000,7.1757,0.7183
niri,30s,0.002154,7.3927,0.4632
niri,30s,0.004642,7.4745,0.5495
niri,30s,0.010000,7.5869,0.5495
niri,30s,0.021544,9.2902,0.3997
niri,30s,0.046416,12.6553,2.2896
niri,30s,0.100000,25.4003,5.4892
addison2,2m,0.000100,5.3759,0.3292
addison2,2m,0.000215,5.3603,0.3083
addison2,2m,0.000464,5.6215,0.2507
addison2,2m,0.001000,5.7993,0.1147
addison2,2m,0.002154,5.6849,0.1966
addison2,2m,0.004642,5.4719,0.2488
addison2,2m,0.010000,5.8857,0.0932
addison2,2m,0.021544,6.5828,0.4930
addison2,2m,0.046416,11.6796,1.7009
addison2,2m,0.100000,16.8567,9.2098
dan,2m,0.000100,6.9564,3.8606
dan,2m,0.000215,5.3788,0.2650
dan,2m,0.000464,5.5639,0.4582
dan,2m,0.001000,5.9410,0.4130
dan,2m,0.002154,6.2384,0.2821
dan,2m,0.004642,6.1185,0.3021
dan,2m,0.010000,6.2814,0.2484
dan,2m,0.021544,6.9386,0.1578
dan,2m,0.046416,14.4229,0.8408
dan,2m,0.100000,27.2309,5.1234
james,2m,0.000100,8.6347,0.2450
james,2m,0.000215,8.8981,0.3763
james,2m,0.000464,9.3173,0.5280
james,2m,0.001000,9.1377,0.3711
james,2m,0.002154,9.7210,0.4061
james,2m,0.004642,10.0782,0.3751
james,2m,0.010000,10.6228,0.4962
james,2m,0.021544,12.5900,0.3576
james,2m,0.046416,22.7594,2.0930
james,2m,0.100000,17.9907,2.4248
john,2m,0.000100,6.7806,0.6520
john,2m,0.000215,6.8097,0.5468
john,2m,0.000464,7.4973,0.6819
john,2m,0.001000,7.5651,0.4072
john,2m,0.002154,7.9902,0.7486
john,2m,0.004642,8.0887,0.6384
john,2m,0.010000,8.1542,0.5683
john,2m,0.021544,9.2754,0.5043
john,2m,0.046416,15.9842,0.7874
john,2m,0.100000,13.8752,1.0948
keith,2m,0.000100,11.1127,0.2979
keith,2m,0.000215,11.1052,1.0983
keith,2m,0.000464,11.2577,0.4073
keith,2m,0.001000,11.7642,0.3313
keith,2m,0.002154,12.1885,0.5866
keith,2m,0.004642,13.0423,0.6150
keith,2m,0.010000,13.4415,0.6710
keith,2m,0.021544,14.1207,0.8094
keith,2m,0.046416,26.1320,3.2371
keith,2m,0.100000,31.3664,9.9953
luis,2m,0.000100,17.2768,1.2556
luis,2m,0.000215,17.5168,1.1030
luis,2m,0.000464,18.2724,0.8275
luis,2m,0.001000,18.2985,0.6482
luis,2m,0.002154,18.5212,0.8877
luis,2m,0.004642,18.3944,0.9575
luis,2m,0.010000,18.7649,1.0461
luis,2m,0.021544,21.6579,1.8005
luis,2m,0.046416,24.1392,5.0412
luis,2m,0.100000,30.1900,5.3788
michelle,2m,0.000100,11.5248,0.5644
michelle,2m,0.000215,11.9850,0.6589
michelle,2m,0.000464,11.9867,0.6003
michelle,2m,0.001000,12.1933,0.5685
michelle,2m,0.002154,12.3312,0.5629
michelle,2m,0.004642,12.3987,0.6378
michelle,2m,0.010000,12.8290,0.8180
michelle,2m,0.021544,13.7524,0.8614
michelle,2m,0.046416,21.2845,2.1973
michelle,2m,0.100000,31.8755,7.3822
niri,2m,0.000100,10.5950,1.1329
niri,2m,0.000215,10.7336,1.1937
niri,2m,0.000464,10.9342,1.1672
niri,2m,0.001000,11.3431,1.2431
niri,2m,0.002154,11.9576,1.2681
niri,2m,0.004642,12.4742,1.3620
niri,2m,0.010000,12.9482,1.2305
niri,2m,0.021544,13.7458,1.3807
niri,2m,0.046416,15.5842,0.6627
niri,2m,0.100000,33.2003,3.9736
addison2,1m,0.000100,4.4058,0.4082
addison2,1m,0.000215,4.7264,0.3225
addison2,1m,0.000464,4.5137,0.2426
addison2,1m,0.001000,4.6638,0.2297
addison2,1m,0.002154,4.5249,0.2905
addison2,1m,0.004642,4.4906,0.3044
addison2,1m,0.010000,4.8849,0.3004
addison2,1m,0.021544,6.3464,0.3308
addison2,1m,0.046416,10.8303,1.6879
addison2,1m,0.100000,14.8012,9.6355
dan,1m,0.000100,12.8087,8.2649
dan,1m,0.000215,9.7582,3.5551
dan,1m,0.000464,8.0886,3.8002
dan,1m,0.001000,7.2235,3.0843
dan,1m,0.002154,7.9301,5.2109
dan,1m,0.004642,8.1945,5.6339
dan,1m,0.010000,10.0409,5.5271
dan,1m,0.021544,12.8295,8.1766
dan,1m,0.046416,8.5755,1.9483
dan,1m,0.100000,9.6463,1.4164
james,1m,0.000100,10.2783,0.7555
james,1m,0.000215,10.6464,0.7777
james,1m,0.000464,10.5698,0.7976
james,1m,0.001000,10.9581,1.1204
james,1m,0.002154,11.2434,1.1643
james,1m,0.004642,11.3079,0.9341
james,1m,0.010000,11.5506,0.6024
james,1m,0.021544,13.0098,0.6785
james,1m,0.046416,22.9522,3.7582
james,1m,0.100000,22.8734,4.0600
john,1m,0.000100,6.4551,0.3384
john,1m,0.000215,6.6088,0.4197
john,1m,0.000464,7.3517,0.3890
john,1m,0.001000,7.7784,0.5552
john,1m,0.002154,7.7340,0.6461
john,1m,0.004642,8.0487,0.5032
john,1m,0.010000,7.8965,0.7102
john,1m,0.021544,9.5022,0.6772
john,1m,0.046416,20.1974,3.3159
john,1m,0.100000,24.0286,9.9029
keith,1m,0.000100,10.8616,0.4013
keith,1m,0.000215,11.2541,0.4713
keith,1m,0.000464,11.3243,0.6581
keith,1m,0.001000,11.8805,0.6209
keith,1m,0.002154,12.2750,1.2810
keith,1m,0.004642,13.1924,0.9546
keith,1m,0.010000,13.6559,0.7720
keith,1m,0.021544,14.9892,0.6555
keith,1m,0.046416,26.2207,3.8987
keith,1m,0.100000,24.1038,4.1914
luis,1m,0.000100,27.3176,5.6396
luis,1m,0.000215,23.9528,4.9614
luis,1m,0.000464,17.9866,3.9103
luis,1m,0.001000,20.4040,7.9408
luis,1m,0.002154,15.2813,1.9557
luis,1m,0.004642,20.0118,9.1717
luis,1m,0.010000,26.6745,7.1708
luis,1m,0.021544,26.1703,4.1015
luis,1m,0.046416,26.6670,4.2019
luis,1m,0.100000,23.0311,1.9283
michelle,1m,0.000100,10.0251,1.1334
michelle,1m,0.000215,10.0907,1.0444
michelle,1m,0.000464,10.1935,1.2098
michelle,1m,0.001000,10.2448,1.1266
michelle,1m,0.002154,10.5102,1.1610
michelle,1m,0.004642,10.5850,1.1955
michelle,1m,0.010000,10.8556,1.3488
michelle,1m,0.021544,12.8201,1.4434
michelle,1m,0.046416,21.0616,1.0093
michelle,1m,0.100000,33.3124,5.0991
niri,1m,0.000100,6.3980,0.1987
niri,1m,0.000215,6.5622,0.1674
niri,1m,0.000464,7.0912,0.4083
niri,1m,0.001000,7.2062,0.2432
niri,1m,0.002154,7.4132,0.3664
niri,1m,0.004642,7.5671,0.3956
niri,1m,0.010000,8.5408,0.2756
niri,1m,0.021544,9.8432,0.3368
niri,1m,0.046416,13.4832,1.8060
niri,1m,0.100000,27.0802,8.3373
