addison2,full,0.000100,5.7610,0.4812
addison2,full,0.000215,5.9170,0.3896
addison2,full,0.000464,6.1239,0.2109
addison2,full,0.001000,6.3879,0.1585
addison2,full,0.002154,6.2593,0.1916
addison2,full,0.004642,5.9726,0.1116
addison2,full,0.010000,6.2634,0.1542
addison2,full,0.021544,7.5946,0.2960
addison2,full,0.046416,11.6623,1.5703
addison2,full,0.100000,21.7880,10.8503
dan,full,0.000100,6.3130,0.2603
dan,full,0.000215,6.6950,0.5671
dan,full,0.000464,7.1581,0.2216
dan,full,0.001000,7.3394,0.5699
dan,full,0.002154,7.6298,0.3325
dan,full,0.004642,7.3221,0.5621
dan,full,0.010000,8.9604,0.5817
dan,full,0.021544,10.4964,0.3923
dan,full,0.046416,15.0347,1.1010
dan,full,0.100000,29.5288,0.2896
james,full,0.000100,9.2116,0.5010
james,full,0.000215,9.3694,0.3692
james,full,0.000464,9.6540,0.2353
james,full,0.001000,9.8076,0.4751
james,full,0.002154,10.2646,0.4497
james,full,0.004642,10.6373,0.3460
james,full,0.010000,10.8781,0.2522
james,full,0.021544,12.8120,0.2051
james,full,0.046416,24.8785,1.0133
james,full,0.100000,24.3953,6.7324
john,full,0.000100,7.5669,0.3404
john,full,0.000215,7.3981,0.2631
john,full,0.000464,7.7103,0.2752
john,full,0.001000,8.2356,0.5765
john,full,0.002154,8.4279,0.1743
john,full,0.004642,8.3989,0.3184
john,full,0.010000,8.8992,0.1982
john,full,0.021544,10.6107,0.2379
john,full,0.046416,19.4811,4.6859
john,full,0.100000,16.4844,3.7438
keith,full,0.000100,11.6014,0.2993
keith,full,0.000215,11.3989,0.1263
keith,full,0.000464,12.0683,0.2889
keith,full,0.001000,12.0607,0.3249
keith,full,0.002154,13.1101,0.7243
keith,full,0.004642,13.0309,0.2594
keith,full,0.010000,13.4988,0.2761
keith,full,0.021544,15.1637,0.8663
keith,full,0.046416,30.3513,4.9504
keith,full,0.100000,30.7207,6.1286
luis,full,0.000100,17.5639,1.3892
luis,full,0.000215,17.4964,1.3443
luis,full,0.000464,17.2739,1.3213
luis,full,0.001000,17.9572,0.9189
luis,full,0.002154,18.8119,0.7905
luis,full,0.004642,18.9072,1.4659
luis,full,0.010000,20.2445,0.8515
luis,full,0.021544,22.5960,1.3285
luis,full,0.046416,33.1077,3.8750
luis,full,0.100000,35.2829,1.6283
michelle,full,0.000100,14.1910,0.7252
michelle,full,0.000215,14.5457,0.6362
michelle,full,0.000464,14.7143,0.4795
michelle,full,0.001000,14.9374,0.5954
michelle,full,0.002154,15.3381,0.5013
michelle,full,0.004642,15.2933,0.3769
michelle,full,0.010000,15.8756,0.6321
michelle,full,0.021544,17.0468,0.5962
michelle,full,0.046416,28.2674,1.4851
michelle,full,0.100000,28.3580,1.3147
niri,full,0.000100,8.9653,0.5783
niri,full,0.000215,9.3994,0.6049
niri,full,0.000464,10.0135,0.2733
niri,full,0.001000,10.4760,0.2346
niri,full,0.002154,10.8138,0.3889
niri,full,0.004642,11.3047,0.1570
niri,full,0.010000,12.2648,0.2508
niri,full,0.021544,14.0519,0.2598
niri,full,0.046416,18.7127,0.9397
niri,full,0.100000,32.3773,6.1190
addison2,5m,0.000100,5.3942,0.3144
addison2,5m,0.000215,5.6206,0.2072
addison2,5m,0.000464,5.8312,0.1396
addison2,5m,0.001000,5.9565,0.2096
addison2,5m,0.002154,5.8689,0.2353
addison2,5m,0.004642,5.8167,0.2259
addison2,5m,0.010000,6.2463,0.0843
addison2,5m,0.021544,7.5350,0.2339
addison2,5m,0.046416,12.8807,0.2339
addison2,5m,0.100000,12.6291,0.7234
dan,5m,0.000100,5.7880,0.2465
dan,5m,0.000215,6.5540,0.3380
dan,5m,0.000464,6.7938,0.5836
dan,5m,0.001000,7.1264,0.5370
dan,5m,0.002154,7.3181,0.2550
dan,5m,0.004642,7.6329,0.5633
dan,5m,0.010000,7.9013,0.3947
dan,5m,0.021544,9.7584,0.3810
dan,5m,0.046416,15.1390,0.3619
dan,5m,0.100000,19.3557,5.7042
james,5m,0.000100,9.6239,0.1542
james,5m,0.000215,9.7573,0.1817
james,5m,0.000464,9.9401,0.3328
james,5m,0.001000,10.3952,0.2001
james,5m,0.002154,10.5403,0.3390
james,5m,0.004642,11.0074,0.4385
james,5m,0.010000,11.3145,0.4387
james,5m,0.021544,13.1864,0.5180
james,5m,0.046416,26.0145,0.6947
james,5m,0.100000,25.6927,6.7535
john,5m,0.000100,7.3102,0.2983
john,5m,0.000215,7.3622,0.3834
john,5m,0.000464,7.8886,0.2986
john,5m,0.001000,7.9771,0.1216
john,5m,0.002154,8.2921,0.2070
john,5m,0.004642,8.3054,0.3364
john,5m,0.010000,8.9897,0.3228
john,5m,0.021544,10.0738,0.3216
john,5m,0.046416,15.2202,2.8509
john,5m,0.100000,18.5246,8.2369
keith,5m,0.000100,11.7401,0.2906
keith,5m,0.000215,11.7586,0.5598
keith,5m,0.000464,12.0984,0.5693
keith,5m,0.001000,12.1799,0.5225
keith,5m,0.002154,12.6270,1.2469
keith,5m,0.004642,13.2996,1.0035
keith,5m,0.010000,13.2676,1.4312
keith,5m,0.021544,14.1146,0.5582
keith,5m,0.046416,27.0098,4.2443
keith,5m,0.100000,24.3818,3.6789
luis,5m,0.000100,15.4508,0.9297
luis,5m,0.000215,16.5975,1.4388
luis,5m,0.000464,17.2947,1.9128
luis,5m,0.001000,17.6826,1.0401
luis,5m,0.002154,17.3346,0.6333
luis,5m,0.004642,18.2779,1.4427
luis,5m,0.010000,18.2618,1.3003
luis,5m,0.021544,22.4799,1.1008
luis,5m,0.046416,26.4042,4.2060
luis,5m,0.100000,29.4561,4.0156
michelle,5m,0.000100,14.4112,0.7187
michelle,5m,0.000215,14.6554,0.5390
michelle,5m,0.000464,14.9004,0.4044
michelle,5m,0.001000,15.2519,0.5408
michelle,5m,0.002154,15.3253,0.5152
michelle,5m,0.004642,15.6300,0.2517
michelle,5m,0.010000,15.9445,0.4547
michelle,5m,0.021544,17.2691,0.4772
michelle,5m,0.046416,29.3632,0.3717
michelle,5m,0.100000,33.6499,5.6793
niri,5m,0.000100,9.8487,0.5648
niri,5m,0.000215,10.1281,0.3949
niri,5m,0.000464,9.8801,0.4068
niri,5m,0.001000,10.4287,0.6072
niri,5m,0.002154,10.9274,0.5612
niri,5m,0.004642,11.2352,0.5730
niri,5m,0.010000,12.3519,0.5337
niri,5m,0.021544,14.0961,0.4686
niri,5m,0.046416,19.0231,1.8475
niri,5m,0.100000,35.0681,0.6231
addison2,3m,0.000100,5.5859,0.4075
addison2,3m,0.000215,5.6845,0.3417
addison2,3m,0.000464,5.6682,0.1254
addison2,3m,0.001000,5.9311,0.1941
addison2,3m,0.002154,5.7759,0.4459
addison2,3m,0.004642,5.6597,0.2236
addison2,3m,0.010000,5.8751,0.2252
addison2,3m,0.021544,6.9562,0.4820
addison2,3m,0.046416,12.2420,0.4636
addison2,3m,0.100000,12.2556,0.9084
dan,3m,0.000100,5.2024,0.3329
dan,3m,0.000215,5.4484,0.3963
dan,3m,0.000464,5.6572,0.3597
dan,3m,0.001000,6.0935,0.4026
dan,3m,0.002154,6.1066,0.3231
dan,3m,0.004642,6.2163,0.3916
dan,3m,0.010000,6.6275,0.3329
dan,3m,0.021544,7.3782,0.3124
dan,3m,0.046416,13.9382,0.3679
dan,3m,0.100000,16.2197,0.8579
james,3m,0.000100,8.7942,0.3921
james,3m,0.000215,8.7553,0.5165
james,3m,0.000464,9.3687,0.3991
james,3m,0.001000,9.4253,0.4412
james,3m,0.002154,9.7611,0.5839
james,3m,0.004642,10.1966,0.5940
james,3m,0.010000,10.7284,0.4442
james,3m,0.021544,12.8917,0.5307
james,3m,0.046416,20.6647,0.5042
james,3m,0.100000,18.0060,1.1538
john,3m,0.000100,6.5087,0.4080
john,3m,0.000215,7.0328,0.5347
john,3m,0.000464,7.4226,0.2236
john,3m,0.001000,7.3454,0.2177
john,3m,0.002154,7.9182,0.3971
john,3m,0.004642,7.7247,0.3124
john,3m,0.010000,8.4042,0.3375
john,3m,0.021544,9.4249,0.3437
john,3m,0.046416,16.8365,2.1069
john,3m,0.100000,16.7322,4.1405
keith,3m,0.000100,11.8707,0.6155
keith,3m,0.000215,11.8869,0.5792
keith,3m,0.000464,11.7400,0.5794
keith,3m,0.001000,11.9817,0.2521
keith,3m,0.002154,12.6209,0.5513
keith,3m,0.004642,13.4721,0.9220
keith,3m,0.010000,13.6784,0.6339
keith,3m,0.021544,14.6992,0.2771
keith,3m,0.046416,25.4931,2.6509
keith,3m,0.100000,23.8943,7.4407
luis,3m,0.000100,17.7818,1.4684
luis,3m,0.000215,17.9978,1.2969
luis,3m,0.000464,17.7657,1.5091
luis,3m,0.001000,18.4000,0.8765
luis,3m,0.002154,18.7814,0.7798
luis,3m,0.004642,18.7046,0.4539
luis,3m,0.010000,19.6999,0.8287
luis,3m,0.021544,22.6147,1.3233
luis,3m,0.046416,25.9929,5.3094
luis,3m,0.100000,33.3042,5.1261
michelle,3m,0.000100,12.9782,0.2367
michelle,3m,0.000215,13.2746,0.3949
michelle,3m,0.000464,13.3329,0.2013
michelle,3m,0.001000,13.5416,0.2431
michelle,3m,0.002154,13.8397,0.2788
michelle,3m,0.004642,14.1178,0.1850
michelle,3m,0.010000,14.3776,0.2323
michelle,3m,0.021544,15.1454,0.1848
michelle,3m,0.046416,25.2755,3.8150
michelle,3m,0.100000,32.7499,4.2152
niri,3m,0.000100,10.8197,0.5266
niri,3m,0.000215,10.9483,0.6437
niri,3m,0.000464,11.3314,0.9746
niri,3m,0.001000,11.3125,0.6492
niri,3m,0.002154,12.0106,0.5537
niri,3m,0.004642,12.1790,0.6324
niri,3m,0.010000,12.6618,0.6060
niri,3m,0.021544,14.0460,0.7487
