addison2,2_3,0.010000,1797.2,88.855193946105359,6.6456256019434523,0.11772523083198599,0.02576448165980887
addison2,2_3,0.001000,12406.6,19.173837508438417,5.9973206734486793,0.16583922234966036,0.051127765596259846
addison2,2_4,0.010000,2106.4000000000001,117.72650643249376,6.4844877339253255,0.10463155685463453,0.020352027606009477
addison2,2_4,0.001000,11691.4,740.4313003518962,6.1530038139516758,0.18179536287913178,0.06143953369340277
addison2,2_5,0.010000,2305.0,332.40659921247044,6.4601856346706015,0.14388559783215626,0.038487256959244903
addison2,2_5,0.001000,12430.4,2.3469769491837793,6.1829206439141018,0.09764659559982676,0.017725419453145652
addison2,3_4,0.010000,1900.5999999999999,43.796536995520533,6.4806021985857756,0.09182145460641275,0.015673668065953151
addison2,3_4,0.001000,12420.200000000001,15.204489442266713,6.0052698122648369,0.41638335075262128,0.32230646710287869
addison2,2_7,0.010000,2221.1999999999998,529.98738960394132,6.6221064640255394,0.19518367753223331,0.070822181690598701
addison2,2_7,0.001000,12409.6,24.565426371223438,6.0113626324956186,0.10067801222432328,0.018843066153779352
addison2,4_4,0.010000,3911.1999999999998,3005.0082412484662,6.7967914752509744,0.36507068247292634,0.24776287031760896
addison2,4_4,0.001000,11342.799999999999,1435.9391521548534,5.7229743514791354,0.28081889457578785,0.14660033378711973
addison2,3_6,0.010000,2135.0,339.40377501730882,6.653845960663423,0.24016855175390675,0.1072295754974141
addison2,3_6,0.001000,11401.6,879.03321967534305,6.039622860993819,0.069358730536129926,0.0089430277765903538
addison2,4_5,0.010000,1759.2,132.02185390002668,6.6157279490757164,0.22923892678322072,0.097692009132813146
addison2,4_5,0.001000,12423.799999999999,9.6679356224583941,5.7919441110755425,0.14457174145407661,0.03885519859284723
addison2,2_11,0.010000,1731.8,215.42604526658329,6.8085201380228382,0.077211485469469252,0.011082713950777185
addison2,2_11,0.001000,12331.6,128.72033939047859,5.8314390436326544,0.2062660245703673,0.079092937410885217
addison2,4_6,0.010000,1631.8,194.01104344650071,6.7560770866910431,0.075985653466309269,0.010733602641102838
addison2,4_6,0.001000,11975.4,416.68539592935093,6.1537324728674418,0.20989676494428219,0.081901866325987616
james,2_3,0.010000,3553.0,1162.989947361541,11.086813270581304,0.35222801857597608,0.23063759865771521
james,2_3,0.001000,10754.799999999999,638.12370917495298,9.9268426930299931,0.13707930010769845,0.034932210213445239
james,2_4,0.010000,2524.5999999999999,688.46545247005679,11.498769435027263,0.37319922616710072,0.25891891435849723
