addison_nir,2_3,0.000100,4999.1999999999998,4398.4078785436886,29.216328530356595,3.3155142952890677,20.435445869769048
addison_nir,2_3,0.000215,5065.3999999999996,4412.1176877518574,26.423237495166756,3.5856102294548489,23.900581345871608
addison_nir,2_3,0.000464,5109.0,4385.6940713442382,25.435378602615906,3.7502037686267613,26.145204317040388
addison_nir,2_3,0.001000,5136.8000000000002,4369.603206947193,24.776340119725653,3.1371971825040821,18.296412406884951
addison_nir,2_3,0.002154,5273.8000000000002,4288.1110928355392,23.102072501622786,5.6063161048744119,58.430213168824743
addison_nir,2_3,0.004642,5269.6000000000004,4254.3302328931641,23.396329229239804,5.5606767566457265,57.482759503086037
addison_nir,2_3,0.010000,4236.6000000000004,3345.6097628092848,23.641600048512949,6.1231087275241363,69.698952426164212
addison_nir,2_3,0.021544,3500.0,2666.0448536361869,21.78128850009189,5.0058511392422975,46.584149368406855
addison_nir,2_3,0.046416,3033.5999999999999,2243.7270812032375,22.078657473217085,4.9712684974045107,45.942724704949626
addison_nir,2_3,0.100000,1651.25,1400.6308960393526,24.230146313747973,6.0121787983340562,67.196411925820854
